Study.Accession	Reported.trait	Group	UKB.Field.ID	QC.Flag.Field.ID	type	analysis	adjustment	sex	population
GCST90498293	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	array	Discovery		Male	European
GCST90498297	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90498298	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90498282	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90498289	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90498288	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90498294	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90501169	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	array	Meta-analysis		Combined	Combined
GCST90498291	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90498292	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	exWAS	PGS adjusted	Combined	European
GCST90498295	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90498283	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90498284	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90498290	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90498687	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	array	Discovery		Combined	European
GCST90498693	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	array	Discovery		Combined	British-African
GCST90498683	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	array	Discovery		Combined	British-Central/South Asian
GCST90498682	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	array	Discovery		Female	European
GCST90498689	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	array	Discovery		Male	European
GCST90498681	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90498684	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90498679	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90498686	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90498694	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90498678	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501193	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	array	Meta-analysis		Combined	Combined
GCST90498691	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90498692	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90498680	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	exWAS	PGS adjusted	Combined	European
GCST90498685	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90498688	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90498690	Triglycerides to Total Lipids in Medium HDL percentage	Relative lipoprotein lipid concentrations	23643	23943	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90498884	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	array	Discovery		Combined	British-Central/South Asian
GCST90498887	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	array	Discovery		Combined	British-African
GCST90498888	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	array	Discovery		Combined	European
GCST90498885	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	array	Discovery		Female	European
GCST90498881	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	array	Discovery		Male	European
GCST90498890	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90498880	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90498893	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90498886	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90498891	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90498894	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501205	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	array	Meta-analysis		Combined	Combined
GCST90498878	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	exWAS	PGS adjusted	Combined	European
GCST90498879	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90498882	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90498889	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90498883	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90498892	Triglycerides to Total Lipids in Medium LDL percentage	Relative lipoprotein lipid concentrations	23623	23923	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90499074	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	array	Discovery		Combined	British-African
GCST90499077	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	array	Discovery		Combined	European
GCST90499082	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	array	Discovery		Combined	British-Central/South Asian
GCST90499073	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	array	Discovery		Female	European
GCST90499069	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	array	Discovery		Male	European
GCST90499081	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90499083	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90499084	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90499076	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90499078	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90499071	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90501217	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	array	Meta-analysis		Combined	Combined
GCST90499070	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	exWAS	PGS adjusted	Combined	European
GCST90499079	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90499072	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90499068	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90499075	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90499080	Triglycerides to Total Lipids in Medium VLDL percentage	Relative lipoprotein lipid concentrations	23598	23898	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90499538	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	array	Discovery		Combined	British-African
GCST90499528	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	array	Discovery		Combined	British-Central/South Asian
GCST90499531	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	array	Discovery		Combined	European
GCST90499543	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	array	Discovery		Female	European
GCST90499530	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	array	Discovery		Male	European
GCST90499535	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90499536	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90499539	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90499533	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90499534	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90499529	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501245	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	array	Meta-analysis		Combined	Combined
GCST90499532	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	sequencing	exWAS	PGS adjusted	Combined	European
GCST90499540	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90499542	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90499537	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90499544	Triglycerides to Total Lipids in Small HDL percentage	Relative lipoprotein lipid concentrations	23648	23948	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
